0.0,0.00061,999.9,4.212,55.1,13.1,1788.0,1.789,-0.63,756.4,13.67
1.0,0.000658,999.95058,4.208685,55.28757,13.162542,1729.215069,1.729835,-0.458768,754.90598,13.157306
2.0,0.000708,999.984345,4.205699,55.487697,13.224282,1673.014853,1.673331,-0.298725,753.415967,12.668515
3.0,0.000761,1000.001719,4.20302,55.699208,13.285308,1619.312161,1.619395,-0.148861,751.929626,12.202805
4.0,0.000817,1000.003126,4.200626,55.920929,13.345709,1568.019803,1.567934,-0.008166,750.446623,11.759353
5.0,0.000876,999.98899,4.198494,56.151689,13.405575,1519.050589,1.518858,0.124369,748.966624,11.337337
6.0,0.000938,999.959735,4.196603,56.390313,13.464996,1472.317328,1.472073,0.249754,747.489295,10.935934
7.0,0.001005,999.915785,4.19493,56.635629,13.524059,1427.732829,1.427487,0.369,746.014302,10.554321
8.0,0.001076,999.857563,4.193453,56.886465,13.582855,1385.209902,1.385007,0.483117,744.541311,10.191677
9.0,0.00115,999.785493,4.19215,57.141646,13.641472,1344.661356,1.344542,0.593113,743.069989,9.847177
10.0,0.00123,999.7,4.191,57.4,13.7,1306.0,1.306,0.7,741.6,9.52
11.0,0.001314,999.601507,4.18998,57.660354,13.758528,1269.138644,1.269288,0.804787,740.131011,9.209323
12.0,0.001404,999.490437,4.189067,57.921535,13.817145,1233.990098,1.234313,0.908483,738.662689,8.914323
13.0,0.001499,999.367215,4.18824,58.182371,13.875941,1200.467171,1.200983,1.0121,737.194698,8.634179
14.0,0.0016,999.232265,4.187477,58.441687,13.935004,1168.482672,1.169207,1.116646,735.726705,8.368066
15.0,0.001707,999.08601,4.186756,58.698311,13.994425,1137.949411,1.138892,1.223131,734.258376,8.115163
16.0,0.00182,998.928874,4.186054,58.951071,14.054291,1108.780197,1.109946,1.332566,732.789377,7.874647
17.0,0.001939,998.761281,4.18535,59.198792,14.114692,1080.887839,1.082275,1.445961,731.319374,7.645695
18.0,0.002066,998.583655,4.184621,59.440303,14.175718,1054.185147,1.055789,1.564325,729.848033,7.427485
19.0,0.002199,998.39642,4.183845,59.67443,14.237458,1028.584931,1.030395,1.688668,728.37502,7.219194
20.0,0.00234,998.2,4.183,59.9,14.3,1004.0,1.006,1.82,726.9,7.02
21.0,0.002488,997.994694,4.182072,60.116213,14.363345,980.349854,0.982521,1.958801,725.422874,6.829152
22.0,0.002645,997.780308,4.18108,60.323761,14.427136,957.580754,0.959906,2.103432,723.944478,6.646192
23.0,0.00281,997.556521,4.18005,60.52371,14.490928,935.645655,0.938113,2.251723,722.465883,6.470731
24.0,0.002984,997.323015,4.179009,60.717123,14.554273,914.497509,0.9171,2.401504,720.988157,6.302383
25.0,0.003167,997.079471,4.177982,60.905066,14.616726,894.089268,0.896824,2.550606,719.512371,6.140762
26.0,0.003361,996.825569,4.176997,61.088603,14.677841,874.373886,0.877241,2.69686,718.039596,5.985479
27.0,0.003564,996.56099,4.17608,61.268801,14.737172,855.304315,0.85831,2.838096,716.570901,5.836148
28.0,0.003778,996.285415,4.175257,61.446723,14.794273,836.833509,0.839988,2.972144,715.107357,5.692383
29.0,0.004003,995.998525,4.174555,61.623434,14.848698,818.914419,0.822232,3.096835,713.650033,5.553796
30.0,0.00424,995.7,4.174,61.8,14.9,801.5,0.805,3.21,712.2,5.42
31.0,0.004489,995.389717,4.173611,61.977193,14.947891,784.551741,0.788256,3.310108,710.756492,5.290658
32.0,0.00475,995.068333,4.173371,62.154619,14.992709,768.065284,0.771991,3.398189,709.311398,5.16563
33.0,0.005025,994.736701,4.173258,62.331591,15.034948,752.044809,0.756205,3.47591,707.854772,5.044828
34.0,0.005313,994.395675,4.173247,62.507422,15.075104,736.494493,0.740896,3.544939,706.376668,4.928161
35.0,0.005616,994.046107,4.173315,62.681426,15.113671,721.418518,0.726064,3.606944,704.867139,4.815541
36.0,0.005934,993.688851,4.173438,62.852915,15.151145,706.82106,0.711706,3.663594,703.316239,4.706877
37.0,0.006268,993.324759,4.173591,63.021204,15.188019,692.706301,0.697822,3.716556,701.714021,4.602081
38.0,0.006618,992.954684,4.173752,63.185606,15.22479,679.078418,0.684411,3.767499,700.05054,4.501062
39.0,0.006985,992.57948,4.173896,63.345433,15.261952,665.941591,0.67147,3.818091,698.315848,4.403732
40.0,0.00737,992.2,4.174,63.5,15.3,653.3,0.659,3.87,696.5,4.31
41.0,0.007773,991.816839,4.174046,63.648814,15.339291,641.152182,0.646995,3.924555,694.598259,4.219766
42.0,0.008195,991.429561,4.174042,63.792162,15.379628,629.474108,0.635434,3.981732,692.626731,4.132887
43.0,0.008637,991.037474,4.174004,63.930527,15.42068,618.23611,0.624292,4.041169,690.60673,4.049207
44.0,0.009099,990.639885,4.173946,64.064389,15.462111,607.408518,0.613546,4.102502,688.559573,3.968571
45.0,0.009582,990.236101,4.173882,64.194232,15.503589,596.961662,0.603171,4.165368,686.506574,3.890824
46.0,0.010087,989.825429,4.173828,64.320535,15.54478,586.865873,0.593142,4.229405,684.469049,3.815811
47.0,0.010615,989.407176,4.173798,64.443782,15.58535,577.091482,0.583435,4.294249,682.468314,3.743377
48.0,0.011165,988.980648,4.173807,64.564454,15.624966,567.608819,0.574026,4.359538,680.525684,3.673368
49.0,0.01174,988.545154,4.173869,64.683033,15.663294,558.388215,0.564889,4.42491,678.662474,3.605627
50.0,0.01234,988.1,4.174,64.8,15.7,549.4,0.556,4.49,676.9,3.54
51.0,0.012965,987.644728,4.17421,64.915751,15.734847,540.618633,0.547338,4.554511,675.252272,3.476346
52.0,0.013617,987.179823,4.174499,65.030331,15.767978,532.035084,0.538891,4.618401,673.70408,3.414581
53.0,0.014296,986.706002,4.17486,65.143701,15.799633,523.644452,0.53065,4.681695,672.232908,3.354634
54.0,0.015005,986.223984,4.175289,65.25582,15.830051,515.441836,0.522606,4.744415,670.816242,3.296435
55.0,0.015743,985.734489,4.175781,65.366648,15.859472,507.422335,0.514751,4.806585,669.431566,3.239913
56.0,0.016512,985.238234,4.17633,65.476144,15.888135,499.581047,0.507076,4.868228,668.056364,3.184998
57.0,0.017313,984.735939,4.176932,65.584268,15.91628,491.91307,0.499572,4.929367,666.668122,3.13162
58.0,0.018147,984.228323,4.17758,65.690978,15.944146,484.413505,0.492231,4.990027,665.244324,3.079707
59.0,0.019016,983.716103,4.178272,65.796236,15.971973,477.077448,0.485043,5.05023,663.762455,3.029191
60.0,0.01992,983.2,4.179,65.9,16.0,469.9,0.478,5.11,662.2,2.98
61.0,0.020861,982.680548,4.17976,66.002183,16.028423,462.876588,0.471094,5.169371,660.540753,2.932068
62.0,0.021839,982.157548,4.180546,66.102512,16.05726,456.003957,0.464324,5.228422,658.79375,2.885349
63.0,0.022856,981.630619,4.181351,66.200668,16.086489,449.279182,0.457689,5.287241,656.974337,2.839797
64.0,0.023914,981.099378,4.18217,66.296329,16.116085,442.699338,0.451189,5.345919,655.097859,2.79537
65.0,0.025013,980.563444,4.182995,66.389176,16.146023,436.261499,0.444824,5.404544,653.179663,2.752025
66.0,0.026154,980.022434,4.18382,66.478889,16.176279,429.96274,0.438592,5.463205,651.235093,2.709717
67.0,0.027339,979.475967,4.18464,66.565147,16.206829,423.800136,0.432495,5.521992,649.279496,2.668404
68.0,0.02857,978.92366,4.185447,66.647632,16.237649,417.770762,0.42653,5.580994,647.328218,2.628043
69.0,0.029846,978.365132,4.186236,66.726023,16.268714,411.871692,0.420699,5.6403,645.396604,2.588589
70.0,0.03117,977.8,4.187,66.8,16.3,406.1,0.415,5.7,643.5,2.55
71.0,0.032543,977.227981,4.187736,66.869416,16.331463,400.453117,0.409433,5.760164,641.649816,2.51224
72.0,0.033966,976.649186,4.188453,66.934819,16.362981,394.929889,0.403997,5.820791,639.84172,2.475305
73.0,0.035441,976.063823,4.189163,66.996928,16.394411,389.529521,0.398689,5.88186,638.067445,2.439198
74.0,0.036969,975.472104,4.18988,67.056465,16.42561,384.251213,0.393508,5.94335,636.318722,2.403925
75.0,0.038553,974.874236,4.190615,67.114149,16.456437,379.09417,0.388453,6.005241,634.587284,2.369489
76.0,0.040194,974.270429,4.191381,67.170702,16.486749,374.057593,0.383522,6.067513,632.864863,2.335894
77.0,0.041894,973.660892,4.19219,67.226842,16.516403,369.140684,0.378713,6.130146,631.143192,2.303143
78.0,0.043653,973.045836,4.193054,67.283292,16.545258,364.342648,0.374024,6.193118,629.414003,2.271241
79.0,0.045475,972.425469,4.193987,67.340771,16.573171,359.662686,0.369453,6.256409,627.669028,2.240192
80.0,0.04736,971.8,4.195,67.4,16.6,355.1,0.365,6.32,625.9,2.21
81.0,0.04931,971.169628,4.196101,67.461452,16.625625,350.652946,0.360661,6.383851,624.100783,2.180662
82.0,0.051328,970.534509,4.197283,67.524612,16.650016,346.316486,0.356433,6.447854,622.27377,2.152153
83.0,0.053414,969.894787,4.19853,67.588719,16.673169,342.084735,0.352311,6.51188,620.423485,2.124439
84.0,0.055571,969.250607,4.19983,67.653012,16.695075,337.951809,0.348289,6.575802,618.554455,2.097489
85.0,0.057801,968.602113,4.20117,67.716728,16.71573,333.911822,0.344363,6.639492,616.671203,2.071269
86.0,0.060106,967.949451,4.202536,67.779105,16.735126,329.958889,0.340528,6.702822,614.778255,2.045749
87.0,0.062487,967.292763,4.203916,67.839383,16.753258,326.087126,0.336779,6.765666,612.880136,2.020894
88.0,0.064947,966.632196,4.205295,67.896799,16.770118,322.290646,0.333111,6.827895,610.98137,1.996672
89.0,0.067487,965.967893,4.206661,67.950592,16.785701,318.563566,0.32952,6.889383,609.086483,1.973052
90.0,0.07011,965.3,4.208,68.0,16.8,314.9,0.326,6.95,607.2,1.95
91.0,0.072817,964.628605,4.209302,68.044476,16.813038,311.2961,0.322548,7.00966,605.325253,1.927491
92.0,0.07561,963.953577,4.210569,68.084332,16.824953,307.756167,0.319166,7.068433,603.460802,1.905524
93.0,0.078491,963.274727,4.211805,68.120094,16.835914,304.286538,0.315857,7.126431,601.604015,1.884105
94.0,0.081462,962.591867,4.213016,68.152288,16.846088,300.89355,0.312624,7.183764,599.75226,1.863239
95.0,0.084526,961.904811,4.214205,68.181441,16.855643,297.583542,0.30947,7.240543,597.902905,1.842933
96.0,0.087684,961.213369,4.215378,68.208078,16.864746,294.36285,0.306398,7.296878,596.053318,1.823192
97.0,0.090939,960.517355,4.21654,68.232726,16.873566,291.237812,0.303413,7.35288,594.200866,1.804023
98.0,0.094291,959.816581,4.217694,68.255912,16.882269,288.214767,0.300515,7.408661,592.342917,1.78543
99.0,0.097745,959.110858,4.218846,68.278161,16.891025,285.30005,0.29771,7.464331,590.476839,1.767421
100.0,0.1013,958.4,4.22,68.3,16.9,282.5,0.295,7.52,588.6,1.75
101.0,0.10496,957.68385,4.221162,68.321843,16.909324,279.817754,0.292386,7.575759,586.710107,1.733164
102.0,0.108727,956.962384,4.222337,68.343659,16.91897,277.243647,0.289863,7.631612,584.806224,1.716872
103.0,0.112603,956.235606,4.223532,68.365305,16.928874,274.764814,0.287422,7.687546,582.887755,1.701073
